Email-ID,Name,Height,Weight,Age,Gender,City,Locality,Languages,college,Profession,Have you gone Trekking,Preferred Days,Number of Treks,Difficulty of Trek
strohyusuf@googlemail.com,Joanna Kuhl,[154],[63],27,Male,Pune,Nal Stop,['Marathi' 'English' 'Other'],VIT,Unemployed,Y,['Friday' 'Saturday' 'Wednesday' 'Monday' 'Sunday'],2,Experienced
erikahuhn@yahoo.de,Eberhardt Trub-Wieloch,[153],[77],28,Male,Mumbai,Bandra,['Marathi'],MIT-WPU,Student,Y,['Sunday' 'Friday' 'Monday'],3,Beginner
diether32@pergande.com,Reinhild Kostolzin,[132],[74],38,Male,Mumbai,Kandivali,['Hindi' 'Marathi'],PCCOE,Working,N,['Sunday' 'Wednesday' 'Friday' 'Saturday'],0,Beginner
antoninawinkler@googlemail.com,Gunhild Tschentscher B.A.,[166],[84],21,Male,Pune,Aundh,['English' 'Hindi'],SPPU,Student,N,['Monday'],0,Intermediate
karl-hans31@flantz.com,Danica Sölzer,[162],[74],48,Female,Pune,Pimpri,['Marathi'],VIT,Student,Y,['Saturday' 'Sunday' 'Friday' 'Monday'],4,Experienced
cosimoschmidtke@striebitz.net,Univ.Prof. Oswin Bohnbach,[131],[79],46,Male,Nagpur,Kalameshwar,['Marathi' 'Hindi'],PCCOE,Student,N,['Friday' 'Saturday' 'Monday'],0,Experienced
josefine93@gmail.com,Dipl.-Ing. Loni Atzler B.Eng.,[169],[77],18,Female,Pune,Aundh,['Hindi' 'Other' 'Marathi'],PCCOE,Unemployed,Y,['Saturday'],5,Intermediate
scholzaleksander@seidel.com,Sigmund Grein Groth-Kroker,[179],[64],47,Male,Pune,Shivaji Nagar,['Other' 'Hindi' 'Marathi'],SPPU,Unemployed,Y,['Sunday' 'Monday' 'Friday'],2,Experienced
ekkehartbenthin@aol.de,Erik Berger,[165],[71],28,Male,Nagpur,Koradi Road,['Other' 'Marathi' 'Hindi'],MIT-WPU,Student,Y,['Saturday' 'Monday' 'Sunday' 'Friday'],2,Experienced
gittewesack@yahoo.de,Dipl.-Ing. Danuta Boucsein,[148],[82],14,Male,Kolhapur,Kagal,['Marathi' 'Hindi' 'English'],VIT,Student,Y,['Saturday' 'Monday'],2,Experienced
heinzernst-dieter@holsten.org,Margrit Holsten,[154],[70],21,Female,Mumbai,Bandra,['Hindi' 'Other'],PICT,Student,Y,['Sunday' 'Friday' 'Saturday' 'Monday'],2,Beginner
seipadam@gmail.com,Univ.Prof. Gerlinde Sauer B.A.,[163],[57],33,Female,Mumbai,Ghatkopar,['Marathi'],PICT,Student,Y,['Saturday' 'Wednesday' 'Sunday'],3,Beginner
ajunken@graf.de,Stefania Liebelt,[159],[55],18,Female,Pune,Kothrud,['English' 'Other' 'Marathi'],PICT,Student,N,['Saturday' 'Sunday' 'Monday' 'Friday' 'Wednesday'],0,Beginner
arndttrub@googlemail.com,Ilias Albers-Reising,[166],[82],24,Male,Nagpur,Bank Colony,['Marathi' 'Hindi'],VIT,Student,N,['Sunday'],0,Intermediate
antoninaknappe@hotmail.de,Ute Geisler,[164],[63],38,Female,Pune,Nal Stop,['Marathi' 'Hindi'],PICT,Student,Y,['Friday' 'Sunday'],3,Beginner
bsager@googlemail.com,Reimund Gertz,[156],[63],31,Male,Pune,Aundh,['Hindi' 'Marathi'],PICT,Student,Y,['Saturday'],2,Intermediate
siegwardmies@hotmail.de,Tomasz Zänker,[152],[86],47,Male,Pune,Nal Stop,['English' 'Hindi'],PICT,Student,Y,['Sunday'],3,Experienced
lortmann@web.de,Dipl.-Ing. Dominic Hornig,[158],[71],29,Male,Mumbai,Bandra,['Marathi' 'Hindi'],MIT-ADT,Student,Y,['Sunday' 'Saturday' 'Friday' 'Thursday' 'Monday'],2,Experienced
ternst@doerschner.org,Dr. Mirjam Kade,[159],[72],17,Male,Nashik,Panchavati,['Marathi' 'Hindi'],SPPU,Student,Y,['Saturday' 'Sunday' 'Friday' 'Wednesday' 'Monday' 'Tuesday'],2,Intermediate
hofmanntuerkan@gmx.de,Sybilla Hettner,[178],[85],39,Male,Pune,Shivaji Nagar,['English' 'Hindi' 'Other'],MIT-ADT,Student,Y,['Friday' 'Saturday' 'Sunday' 'Monday'],3,Beginner
karoline65@gmx.de,Laila Fischer,[172],[65],28,Male,Pune,Pimpri,['English' 'Marathi'],MIT-WPU,Student,Y,['Friday' 'Saturday' 'Monday' 'Sunday' 'Wednesday' 'Thursday'],3,Beginner
mielcarekbeata@siering.com,Kenan Hauffer,[167],[86],38,Male,Pune,Kothrud,['Marathi' 'English'],MIT-WPU,Student,Y,['Saturday' 'Wednesday' 'Sunday' 'Friday' 'Monday'],4,Experienced
friedlinde02@briemer.de,Alfonso Löffler,[152],[85],28,Male,Pune,Shivaji Nagar,['Hindi' 'Marathi' 'English'],VIT,Student,Y,['Friday'],1,Intermediate
pergandedenise@gmail.com,Tim Ritter,[139],[68],23,Male,Nagpur,Kamptee,['English' 'Marathi'],PICT,Student,Y,['Sunday' 'Monday' 'Saturday' 'Friday'],1,Beginner
roderichalbers@hermighausen.com,Dr. Stanislaus Fischer,[158],[77],42,Female,Nashik,Sadar,['Hindi' 'Marathi' 'English'],MIT-WPU,Student,Y,['Saturday' 'Sunday' 'Monday'],2,Intermediate
sscholl@lindner.com,Nicolaus Hettner B.Sc.,[169],[60],34,Male,Pune,Pimpri,['Marathi' 'English'],MIT-ADT,Unemployed,N,['Saturday' 'Wednesday' 'Sunday'],0,Intermediate
wulffdanuta@hotmail.de,Hans-Otto Schmidtke B.Eng.,[177],[63],31,Male,Nagpur,Reshim Bagh,['Marathi'],SPPU,Student,Y,['Sunday'],5,Intermediate
vcichorius@wulff.de,Janine Tlustek,[182],[74],32,Male,Pune,Pimpri,['Marathi' 'English' 'Hindi'],SPPU,Student,N,['Saturday' 'Friday' 'Sunday' 'Monday' 'Wednesday' 'Tuesday'],0,Experienced
ojopich@web.de,Viktoria Rust,[156],[65],26,Female,Mumbai,Kandivali,['Marathi' 'Other' 'Hindi'],PCCOE,Student,Y,['Saturday' 'Sunday' 'Monday' 'Thursday'],2,Beginner
wladimir56@googlemail.com,Madlen Freudenberger,[153],[69],39,Female,Nashik,Sadar,['Marathi' 'Hindi' 'Other'],PICT,Student,N,['Sunday' 'Saturday' 'Tuesday' 'Friday' 'Monday'],0,Beginner
kristina13@werner.com,Sofia Staude,[164],[65],22,Female,Pune,Nal Stop,['Marathi' 'Other' 'Hindi'],SPPU,Unemployed,Y,['Sunday' 'Monday' 'Wednesday' 'Friday' 'Saturday' 'Tuesday'],2,Beginner
rigo60@hotmail.de,Oliver Boucsein,[151],[52],39,Female,Nagpur,Reshim Bagh,['Marathi' 'Other' 'Hindi'],SPPU,Student,N,['Monday' 'Friday'],0,Intermediate
nuranluebs@aol.de,Romuald Scheel-Grein Groth,[146],[98],58,Male,Pune,Shivaji Nagar,['Other'],PCCOE,Student,N,['Saturday' 'Sunday' 'Monday' 'Wednesday' 'Friday'],0,Intermediate
hoelzenbecherraissa@schoenland.com,Henni Stroh B.A.,[161],[73],48,Male,Pune,Aundh,['Marathi'],PCCOE,Student,Y,['Saturday' 'Sunday' 'Monday'],2,Beginner
stevenjuncken@aol.de,Ulf Pieper B.Eng.,[161],[68],21,Female,Kolhapur,Kasaba Bawada,['English' 'Marathi'],PICT,Student,N,['Monday' 'Friday' 'Sunday' 'Saturday' 'Wednesday'],0,Beginner
elly97@adler.com,Univ.Prof. Rocco Textor,[169],[75],25,Male,Nashik,Satpur,['Marathi' 'Hindi'],VIT,Student,Y,['Saturday'],2,Intermediate
paffratharthur@drubin.com,Maja Hänel-Martin,[142],[80],38,Female,Mumbai,Bandra,['Marathi' 'Hindi' 'Other'],VIT,Student,Y,['Monday' 'Saturday' 'Friday' 'Sunday' 'Wednesday' 'Thursday'],2,Experienced
paula66@yahoo.de,Thoralf Nohlmans,[153],[53],45,Male,Pune,Aundh,['Hindi'],MIT-ADT,Unemployed,Y,['Tuesday' 'Saturday' 'Friday' 'Sunday'],2,Beginner
aadolph@reising.com,Meta Fritsch-Dietz,[160],[51],21,Female,Nashik,Panchavati,['Hindi' 'Marathi'],MIT-ADT,Student,Y,['Sunday' 'Friday' 'Saturday'],2,Beginner
edgarhaenel@paertzelt.org,Ing. Martha Wähner,[151],[67],30,Male,Pune,Shivaji Nagar,['Marathi'],PICT,Student,Y,['Saturday'],2,Beginner
pboucsein@web.de,Hannelore Ditschlerin,[161],[63],18,Female,Kolhapur,Kagal,['Marathi' 'Hindi' 'Other'],VIT,Student,N,['Monday' 'Sunday'],0,Experienced
rosmarie36@web.de,Gustav Heintze MBA.,[163],[69],28,Male,Nagpur,Bank Colony,['English'],PCCOE,Working,Y,['Wednesday' 'Saturday' 'Sunday' 'Friday'],3,Experienced
guelaygeisler@hotmail.de,Siegward Kaul,[174],[66],25,Male,Pune,Aundh,['Marathi'],VIT,Student,Y,['Saturday' 'Sunday' 'Monday' 'Wednesday' 'Friday' 'Tuesday'],4,Beginner
haufferadelheid@hoefig.com,Hans-Gerhard Hiller,[177],[64],41,Male,Kolhapur,Kasaba Bawada,['English'],SPPU,Student,N,['Sunday' 'Saturday'],0,Experienced
herbert92@yahoo.de,Gert Ullmann-Dörr,[151],[74],41,Female,Nashik,Gangapur,['Marathi'],PICT,Student,Y,['Saturday' 'Sunday' 'Friday'],1,Experienced
monika30@yahoo.de,Dursun Martin B.Eng.,[147],[88],23,Female,Pune,Nal Stop,['Hindi' 'Marathi'],MIT-ADT,Student,N,['Friday' 'Saturday' 'Sunday' 'Monday'],0,Beginner
jroehrdanz@gmail.com,Hans-Peter Lorch,[153],[59],38,Female,Mumbai,Andheri,['Marathi'],MIT-ADT,Student,N,['Friday' 'Monday' 'Saturday' 'Sunday' 'Wednesday'],0,Intermediate
isoldehoevel@kensy.de,Fritz Klingelhöfer-Paffrath,[154],[82],39,Male,Mumbai,Borivali,['Hindi'],MIT-WPU,Student,N,['Sunday' 'Monday' 'Friday' 'Saturday'],0,Experienced
atzlergilda@reising.com,Dietlind Butte,[154],[55],22,Female,Nashik,Panchavati,['Marathi' 'Other'],PCCOE,Student,Y,['Sunday' 'Saturday' 'Friday' 'Monday' 'Thursday' 'Wednesday'],3,Beginner
jopichbirgitta@gmail.com,Konstantin Weiß,[159],[82],41,Female,Kolhapur,Kasaba Bawada,['Marathi' 'Other' 'Hindi'],SPPU,Student,N,['Monday' 'Wednesday' 'Sunday'],0,Beginner
striebitzfatima@googlemail.com,Isabel Dussen van,[159],[51],37,Male,Mumbai,Bandra,['Marathi' 'English'],MIT-WPU,Unemployed,Y,['Friday'],3,Experienced
elsbethbloch@gmail.com,Betty Ziegert-Zirme,[159],[75],36,Male,Pune,Aundh,['Marathi'],VIT,Student,Y,['Sunday' 'Friday' 'Saturday' 'Monday' 'Wednesday'],2,Experienced
ckrause@web.de,Univ.Prof. Hermann Josef Rudolph B.A.,[166],[83],42,Female,Pune,Shivaji Nagar,['Hindi' 'Marathi' 'Other'],PCCOE,Student,N,['Saturday' 'Friday' 'Sunday'],0,Beginner
bolnbachhulda@kraushaar.de,Leokadia Gnatz,[169],[80],41,Female,Pune,Kothrud,['Hindi' 'Marathi' 'English'],MIT-ADT,Working,Y,['Sunday' 'Friday' 'Monday' 'Saturday' 'Tuesday' 'Wednesday'],2,Beginner
erolrosenow@heydrich.de,Ing. Reingard Niemeier B.A.,[147],[69],17,Male,Pune,Shivaji Nagar,['Marathi'],SPPU,Student,Y,['Monday' 'Sunday' 'Saturday'],4,Beginner
xhettner@gmail.com,Robby Hölzenbecher B.Eng.,[160],[79],33,Male,Pune,Pimpri,['Marathi' 'Other' 'English'],PICT,Student,N,['Sunday' 'Saturday' 'Friday' 'Monday' 'Wednesday'],0,Intermediate
sonianeureuther@beer.de,Hildegart Linke B.A.,[137],[69],29,Male,Pune,Shivaji Nagar,['Marathi' 'Hindi' 'Other'],MIT-WPU,Working,Y,['Saturday' 'Sunday' 'Monday' 'Friday' 'Wednesday'],3,Experienced
herminenerger@web.de,Mesut Hartung,[158],[61],40,Female,Pune,Shivaji Nagar,['Marathi' 'Hindi' 'Other'],MIT-ADT,Working,Y,['Saturday' 'Sunday'],4,Experienced
evaklingelhoefer@jopich.net,Brigitta Hübel B.Sc.,[158],[61],11,Male,Kolhapur,D Ward,['Marathi'],PCCOE,Working,Y,['Saturday'],1,Experienced
flantzandreas@gmx.de,Dr. Osman Heuser,[160],[62],17,Male,Mumbai,Bandra,['Marathi'],MIT-ADT,Student,Y,['Monday'],2,Beginner
karl72@aol.de,Dr. Ludger Henck,[155],[52],28,Female,Nagpur,Kalameshwar,['Marathi' 'Other' 'Hindi'],PCCOE,Student,Y,['Sunday' 'Saturday' 'Friday' 'Wednesday'],3,Beginner
janoskranz@aol.de,Wolf-Dieter Jäntsch-Haering,[146],[81],41,Male,Pune,Aundh,['Marathi' 'Hindi'],SPPU,Student,Y,['Sunday' 'Wednesday' 'Monday' 'Saturday'],2,Intermediate
mjaehn@web.de,Dipl.-Ing. Leonhard Weiß,[162],[62],54,Female,Pune,Aundh,['Marathi'],SPPU,Student,N,['Sunday' 'Friday' 'Saturday' 'Monday'],0,Intermediate
goenuelniemeier@caspar.org,Osman Weinhold-Schleich,[147],[73],27,Male,Kolhapur,D Ward,['Hindi'],PICT,Student,Y,['Saturday' 'Sunday' 'Friday' 'Monday' 'Wednesday' 'Tuesday'],2,Experienced
annita58@steckel.com,Athanasios Rohleder-Killer,[156],[82],31,Male,Kolhapur,Kagal,['Marathi'],MIT-ADT,Student,Y,['Saturday'],3,Experienced
krauseolga@hotmail.de,Prof. Bernward Hendriks B.Eng.,[156],[74],32,Male,Pune,Aundh,['English' 'Marathi' 'Hindi'],VIT,Student,Y,['Saturday' 'Sunday' 'Friday' 'Thursday'],6,Experienced
beatriceloeffler@stoll.de,Marco Anders,[153],[54],33,Male,Pune,Pimpri,['Hindi'],MIT-WPU,Student,Y,['Sunday' 'Saturday' 'Wednesday' 'Friday' 'Monday'],3,Beginner
ggierschner@haering.com,Sören Ziegert,[157],[56],26,Female,Nashik,Satpur,['Marathi'],MIT-WPU,Student,Y,['Friday' 'Saturday' 'Wednesday'],2,Beginner
heinz-juergen93@gmail.com,Fabienne Roht-Jüttner,[157],[80],36,Male,Pune,Nal Stop,['Hindi' 'Marathi'],VIT,Working,N,['Monday' 'Thursday' 'Saturday'],0,Beginner
yvonnemetz@jaentsch.de,Dipl.-Ing. Gabor Hertrampf,[164],[90],53,Male,Pune,Aundh,['Marathi'],PCCOE,Student,Y,['Sunday' 'Saturday'],3,Intermediate
burkhardt61@gotthard.de,Gaby Mans MBA.,[159],[68],23,Male,Mumbai,Ghatkopar,['Marathi'],MIT-WPU,Student,N,['Sunday'],0,Beginner
qzirme@gmx.de,Friederike Heinrich B.Sc.,[170],[60],43,Male,Mumbai,Andheri,['Marathi'],MIT-ADT,Unemployed,Y,['Saturday' 'Friday'],3,Beginner
reichmannhorst@weinhold.de,Arif Radisch,[164],[68],31,Female,Pune,Shivaji Nagar,['Marathi' 'Other' 'Hindi'],VIT,Student,Y,['Saturday' 'Sunday'],2,Beginner
utrupp@neureuther.org,Roselinde Drubin,[172],[50],29,Female,Kolhapur,Tarabai Park,['Marathi'],SPPU,Student,N,['Saturday' 'Monday' 'Tuesday'],0,Intermediate
magritcarsten@spiess.de,Ing. Valerij Ditschlerin B.A.,[149],[82],31,Male,Nagpur,Kamptee,['Hindi' 'Marathi' 'English'],MIT-WPU,Student,Y,['Saturday'],2,Intermediate
qziegert@bonbach.com,Tom Wiek B.Eng.,[170],[77],26,Female,Pune,Shivaji Nagar,['Marathi'],MIT-WPU,Student,Y,['Sunday' 'Saturday' 'Monday' 'Friday' 'Wednesday'],1,Experienced
stevenholzapfel@aol.de,Elisabet Zirme,[158],[71],35,Male,Mumbai,Ghatkopar,['Marathi' 'Other'],MIT-ADT,Working,N,['Sunday' 'Saturday'],0,Intermediate
lisa64@hertrampf.com,Concetta Wilmsen,[147],[79],41,Male,Mumbai,Bandra,['English'],SPPU,Working,Y,['Saturday' 'Sunday'],2,Beginner
arndtschentscher@gmx.de,Dipl.-Ing. Carmela Ruppert,[157],[69],33,Male,Pune,Kothrud,['Hindi'],PICT,Unemployed,Y,['Friday' 'Thursday' 'Sunday' 'Saturday' 'Monday' 'Wednesday'],2,Experienced
leonidschwital@scholtz.com,Gundolf Siering-Vogt,[152],[56],21,Female,Mumbai,Kandivali,['Marathi' 'Hindi'],MIT-WPU,Student,Y,['Saturday' 'Friday' 'Sunday' 'Monday' 'Wednesday' 'Thursday'],4,Beginner
gertipoelitz@thanel.com,Dipl.-Ing. Magarete Hiller MBA.,[170],[69],29,Female,Mumbai,Bandra,['Hindi' 'Marathi' 'English'],VIT,Unemployed,Y,['Sunday' 'Saturday' 'Friday' 'Monday' 'Tuesday' 'Wednesday'],2,Experienced
christoshartmann@web.de,Gabriele Ebert,[165],[74],35,Male,Pune,Shivaji Nagar,['Marathi' 'Hindi' 'English'],MIT-WPU,Student,Y,['Monday' 'Wednesday' 'Sunday' 'Saturday'],4,Beginner
inkenmies@gmail.com,Zbigniew Hermighausen,[174],[59],27,Female,Mumbai,Bandra,['Marathi'],VIT,Unemployed,Y,['Saturday' 'Sunday' 'Friday'],3,Beginner
eva-mariarohleder@gmail.com,Nadeshda Römer,[167],[67],33,Male,Nagpur,Reshim Bagh,['Hindi'],PICT,Student,Y,['Sunday' 'Saturday' 'Friday' 'Monday' 'Wednesday'],1,Experienced
fredisuessebier@scheuermann.com,Wenke Rogner,[152],[67],45,Male,Pune,Kothrud,['Marathi'],PICT,Student,Y,['Saturday' 'Monday' 'Friday' 'Wednesday' 'Sunday' 'Tuesday'],2,Experienced
ujessel@aol.de,Prof. Andreas Trub,[177],[75],35,Male,Pune,Kothrud,['Hindi' 'Marathi'],MIT-WPU,Student,Y,['Sunday' 'Friday'],2,Beginner
heuserjoerg@aol.de,Catrin Süßebier B.A.,[158],[66],27,Male,Pune,Shivaji Nagar,['Marathi' 'Hindi'],PCCOE,Student,Y,['Friday' 'Wednesday' 'Sunday' 'Saturday'],2,Intermediate
eigenwillighubert@gmx.de,Nikolaus Nerger-Hofmann,[167],[82],30,Female,Pune,Kothrud,['Hindi' 'Marathi'],MIT-ADT,Student,Y,['Sunday' 'Wednesday' 'Saturday'],1,Experienced
dajana83@aol.de,Alois Tintzmann-Sölzer,[141],[50],31,Female,Pune,Kothrud,['Marathi' 'Other'],SPPU,Student,Y,['Sunday' 'Friday' 'Saturday'],3,Intermediate
gernot98@lehmann.de,Irmi Nerger,[162],[71],16,Female,Pune,Kothrud,['Marathi' 'Hindi'],MIT-ADT,Student,Y,['Friday' 'Sunday' 'Saturday'],2,Beginner
eberhardttrapp@googlemail.com,Miroslav Wagner,[140],[66],37,Female,Pune,Kothrud,['Marathi'],MIT-WPU,Student,Y,['Sunday' 'Saturday'],3,Intermediate
hans-werner01@aol.de,Volkhard Heinz,[159],[80],27,Male,Mumbai,Kandivali,['Marathi' 'Hindi' 'English'],MIT-WPU,Student,N,['Sunday' 'Saturday' 'Friday' 'Monday' 'Wednesday'],0,Intermediate
wjacobi-jaeckel@web.de,Theresia Stumpf,[154],[86],21,Male,Pune,Nal Stop,['Marathi' 'Hindi' 'English'],PCCOE,Student,N,['Saturday' 'Monday' 'Sunday'],0,Experienced
ringguelsen@hotmail.de,Dipl.-Ing. Agathe Scheibe,[175],[63],26,Female,Mumbai,Borivali,['Hindi' 'Marathi'],MIT-ADT,Working,Y,['Wednesday' 'Saturday' 'Sunday' 'Monday' 'Friday' 'Tuesday'],1,Intermediate
wgroettner@drub.de,Prof. Agnes Schottin B.Eng.,[142],[70],33,Female,Pune,Aundh,['Marathi'],SPPU,Student,Y,['Saturday' 'Thursday' 'Sunday' 'Friday' 'Monday'],1,Beginner
uhornich@web.de,Tamara Hartung,[132],[81],18,Male,Mumbai,Bandra,['Marathi' 'English'],MIT-ADT,Student,Y,['Sunday' 'Wednesday'],1,Intermediate
guenther25@paffrath.org,Walburga Paffrath,[161],[67],37,Male,Pune,Pimpri,['Other' 'Marathi'],PICT,Student,Y,['Saturday' 'Friday' 'Sunday'],5,Intermediate
aline83@googlemail.com,Reimund Mende B.A.,[167],[75],19,Female,Mumbai,Ghatkopar,['Marathi' 'Other'],MIT-ADT,Student,Y,['Sunday' 'Saturday' 'Friday' 'Tuesday' 'Wednesday'],1,Intermediate
mosemannheiko@schaaf.de,Dipl.-Ing. Hans-Detlef Losekann B.Eng.,[160],[86],51,Male,Pune,Aundh,['Marathi' 'Hindi' 'Other'],PICT,Working,N,['Monday' 'Sunday' 'Saturday' 'Friday' 'Wednesday'],0,Intermediate
skuhl@googlemail.com,Bertold Haase MBA.,[171],[65],25,Female,Mumbai,Bandra,['Hindi'],PCCOE,Working,Y,['Friday' 'Sunday' 'Wednesday' 'Saturday' 'Monday'],3,Intermediate
wenzelgunpf@gmail.com,Herr Georgios Jacob MBA.,[149],[77],22,Male,Pune,Kothrud,['Other' 'English' 'Marathi'],MIT-ADT,Unemployed,N,['Friday' 'Sunday' 'Saturday'],0,Experienced
jozefhoevel@weller.com,Ingelore Gute,[148],[81],32,Male,Mumbai,Borivali,['Hindi' 'Marathi'],SPPU,Student,Y,['Friday' 'Monday'],4,Beginner
oreuter@aol.de,Silja Hahn,[155],[86],40,Male,Pune,Kothrud,['Hindi'],MIT-ADT,Student,N,['Saturday' 'Thursday' 'Friday' 'Sunday' 'Monday' 'Tuesday'],0,Experienced
nmies@gmx.de,José Steinberg,[145],[85],33,Female,Pune,Shivaji Nagar,['Hindi'],SPPU,Student,Y,['Saturday' 'Sunday'],1,Intermediate
prohleder@zahn.com,Günter Grein Groth B.A.,[149],[57],17,Male,Pune,Nal Stop,['Marathi' 'Hindi' 'Other'],MIT-WPU,Student,Y,['Sunday' 'Friday'],2,Intermediate
roskothmariana@yahoo.de,Mohammed Pieper,[151],[68],30,Male,Kolhapur,Kasaba Bawada,['Marathi' 'Hindi' 'English'],VIT,Student,N,['Tuesday' 'Saturday' 'Friday'],0,Beginner
zjacob@krebs.com,Eberhard Krause,[155],[73],21,Male,Pune,Nal Stop,['Marathi'],PCCOE,Student,N,['Friday' 'Sunday' 'Monday' 'Wednesday'],0,Beginner
