Email-ID,Name,Height,Weight,Age,Gender,City,Locality,Languages,college,Profession,Have you gone Trekking,Preferred Days,Number of Treks,Difficulty of Trek
hornichcarl@bachmann.com,Michelle Röhricht-Bloch,197,54,30,F,Nagpur,Bank Colony,"['Bengali', 'English', 'Hindi']",PICT,Teacher,Y,"['Friday', 'Thursday', 'Monday', 'Sunday', 'Saturday']",2,Beginner
antoninakobelt@gmail.com,Prof. Aleksandra Otto B.A.,169,98,23,None,Nagpur,Bank Colony,"['Gujarati', 'English', 'Urdu']",PCCOE,Entrepreneur,N,"['Wednesday', 'Friday', 'Sunday', 'Tuesday', 'Saturday']",0,Beginner
eklingelhoefer@hotmail.de,Karl-Otto Holsten,189,76,29,None,Nashik,Satpur,['Bengali'],PCCOE,Other,N,"['Sunday', 'Tuesday', 'Thursday', 'Saturday', 'Wednesday', 'Friday']",0,Beginner
bweinhage@hotmail.de,Mira Ackermann,172,72,31,F,Nagpur,Bank Colony,"['Gujarati', 'Hindi']",PICT,Student,N,"['Sunday', 'Wednesday', 'Saturday', 'Friday', 'Monday', 'Thursday', 'Tuesday']",0,Beginner
birnbaumveronika@gmail.com,Andre Kitzmann MBA.,166,65,25,M,Nagpur,Kamptee,['Gujarati'],MIT-ADT,Other,N,"['Friday', 'Thursday', 'Tuesday']",0,Beginner
haroldstroh@junk.com,Frederike Ehlert B.A.,191,63,27,F,Nagpur,Koradi Road,"['Gujarati', 'Marathi']",PICT,Entrepreneur,Y,"['Thursday', 'Sunday', 'Saturday', 'Wednesday', 'Friday', 'Monday', 'Tuesday']",3,Intermediate
siegriedbeyer@hotmail.de,Josefine Heydrich,178,82,37,F,Nagpur,Bank Colony,"['English', 'Hindi']",PCCOE,Student,N,['Wednesday'],0,Beginner
raphaelpeukert@trommler.net,Jolanta Möchlichen,190,64,21,M,Nashik,Ambad,"['Marathi', 'Bengali', 'Urdu']",MIT-WPU,Other,Y,"['Thursday', 'Sunday', 'Friday', 'Saturday']",3,Intermediate
guiseppe34@gmail.com,Karola Haase,164,64,13,None,Kolhapur,Gadhinglaj,['Hindi'],SPPU,Engineer,Y,"['Friday', 'Monday', 'Sunday', 'Saturday', 'Wednesday', 'Tuesday']",1,Intermediate
zdenka26@aol.de,Augusta Naser B.Sc.,195,89,45,M,Mumbai,Ghatkopar,['English'],PCCOE,Company Exectuive,Y,"['Wednesday', 'Tuesday', 'Monday', 'Friday', 'Saturday']",3,Experienced
sigmarhertrampf@googlemail.com,Ing. Ernst-August Hörle,192,55,27,M,Pune,Aundh,"['Marathi', 'Gujarati', 'Hindi']",PCCOE,Doctor,Y,"['Monday', 'Thursday', 'Tuesday', 'Wednesday', 'Sunday']",3,Experienced
hwerner@rosenow.org,Gülten Atzler,174,94,20,None,Pune,Pimpri,"['Marathi', 'English']",MIT-ADT,Student,Y,"['Sunday', 'Friday']",2,Experienced
bruderpaul-gerhard@hertrampf.de,Horst-Dieter Fiebig,187,107,34,F,Nashik,Panchavati,"['Urdu', 'Marathi', 'Gujarati']",MIT-WPU,Entrepreneur,N,"['Monday', 'Tuesday', 'Friday', 'Saturday', 'Sunday', 'Thursday']",0,Intermediate
samuel70@gmx.de,Bekir Schulz,176,77,30,M,Nashik,Ambad,"['Urdu', 'Marathi', 'Hindi']",PICT,Doctor,N,"['Thursday', 'Monday', 'Wednesday', 'Saturday', 'Friday', 'Tuesday', 'Sunday']",0,Experienced
volkerrenner@scholtz.net,Dogan Jüttner B.Eng.,184,73,31,F,Kolhapur,Tarabai Park,['Urdu'],MIT-ADT,Student,N,"['Monday', 'Wednesday', 'Sunday', 'Thursday', 'Friday', 'Saturday', 'Tuesday']",0,Experienced
roggestavros@aol.de,Univ.Prof. Dorothe Eimer B.Eng.,185,58,27,M,Pune,Shivaji Nagar,"['Bengali', 'Hindi']",SPPU,Teacher,Y,"['Monday', 'Thursday']",3,Experienced
herma41@gmx.de,David Mülichen B.Eng.,189,54,45,None,Nagpur,Bank Colony,['Urdu'],MIT-WPU,Farmer,N,"['Friday', 'Thursday', 'Monday']",0,Experienced
junckenjohann@gmail.com,Franz-Peter Gutknecht-Budig,161,108,48,F,Kolhapur,D Ward,"['English', 'Urdu', 'Bengali']",PICT,Lawyer,Y,"['Tuesday', 'Monday', 'Friday', 'Thursday']",2,Beginner
dschleich@googlemail.com,Arnfried Ullmann,163,74,52,F,Mumbai,Kandivali,"['Gujarati', 'English']",PCCOE,Engineer,N,"['Friday', 'Saturday', 'Wednesday', 'Sunday', 'Tuesday']",0,Experienced
uta17@jockel.com,Abdul Wiek,161,63,42,M,Nashik,Ambad,"['Gujarati', 'Marathi']",MIT-WPU,Student,Y,"['Saturday', 'Tuesday', 'Friday', 'Wednesday']",2,Beginner
monica61@etzold.com,Dragica Hesse,178,100,33,F,Nashik,Sadar,['Hindi'],SPPU,Engineer,N,"['Friday', 'Sunday', 'Thursday', 'Wednesday']",0,Experienced
xbender@haase.net,Aleksandar Weimer,165,67,22,F,Nagpur,Kalameshwar,"['Gujarati', 'English', 'Bengali']",MIT-WPU,Doctor,Y,"['Monday', 'Tuesday', 'Sunday', 'Friday', 'Saturday', 'Wednesday']",2,Beginner
klaus-peterhofmann@googlemail.com,Cemal Knappe MBA.,194,76,29,F,Nagpur,Kamptee,"['Urdu', 'Bengali', 'English']",MIT-WPU,Company Exectuive,Y,"['Friday', 'Saturday', 'Sunday']",2,Beginner
heinrichroskoth@web.de,Mareike Benthin,161,57,29,M,Mumbai,Ghatkopar,"['Gujarati', 'English', 'Urdu']",MIT-ADT,Lawyer,N,"['Thursday', 'Wednesday', 'Tuesday', 'Friday', 'Monday', 'Saturday']",0,Experienced
lmeyer@gmail.com,Fatih Süßebier B.Sc.,167,51,18,M,Kolhapur,Kasaba Bawada,['Bengali'],PCCOE,Other,Y,"['Friday', 'Monday']",2,Intermediate
cgierschner@oestrovsky.de,Hinrich Beer B.Eng.,161,102,24,F,Pune,Shivaji Nagar,"['English', 'Gujarati']",SPPU,Engineer,N,"['Monday', 'Thursday', 'Tuesday']",0,Intermediate
schuchhardterdmute@gumprich.de,Enno Thies,188,74,26,F,Nagpur,Reshim Bagh,"['English', 'Marathi']",PCCOE,Farmer,N,['Tuesday'],0,Beginner
hildegartklingelhoefer@aumann.org,Leonardo Schmiedecke,161,81,31,M,Nashik,Ambad,"['Gujarati', 'Marathi', 'Bengali']",MIT-WPU,Doctor,Y,['Wednesday'],3,Experienced
pebert@weinhage.net,Dipl.-Ing. Blanka Schacht B.Eng.,182,51,21,F,Kolhapur,Kasaba Bawada,"['Marathi', 'Bengali', 'English']",PICT,Businessman,Y,"['Sunday', 'Monday']",3,Intermediate
kramerrahel@bloch.com,Dipl.-Ing. Sylvester Hertrampf B.Eng.,179,71,25,M,Pune,Aundh,"['Hindi', 'Bengali']",PICT,Engineer,N,['Wednesday'],0,Experienced
dschueler@yahoo.de,Tomas Wagenknecht,182,97,25,None,Pune,Kothrud,"['Hindi', 'English', 'Bengali']",MIT-ADT,Farmer,Y,"['Wednesday', 'Friday', 'Monday', 'Saturday', 'Tuesday']",2,Beginner
kmude@aol.de,Dipl.-Ing. Kira Ernst,162,101,35,None,Nagpur,Bank Colony,"['Gujarati', 'Urdu']",SPPU,Farmer,Y,"['Monday', 'Friday']",2,Intermediate
heiko44@gmx.de,Berthold Köhler B.Sc.,191,50,19,None,Nashik,Gangapur,"['Hindi', 'English', 'Urdu']",MIT-WPU,Teacher,Y,"['Tuesday', 'Sunday', 'Wednesday', 'Friday', 'Thursday']",3,Beginner
panders@hettner.com,Antonino Döring,165,79,22,None,Mumbai,Borivali,['Bengali'],SPPU,Other,N,"['Friday', 'Saturday', 'Thursday', 'Monday', 'Wednesday', 'Sunday']",0,Intermediate
qgrein-groth@soelzer.com,Dr. Mike Niemeier MBA.,186,67,19,F,Kolhapur,Tarabai Park,['Marathi'],PCCOE,Lawyer,Y,['Friday'],1,Experienced
alenakoester@gmx.de,Wiebke Weiß,176,74,41,M,Mumbai,Ghatkopar,['Bengali'],VIT,Farmer,Y,"['Saturday', 'Monday', 'Friday', 'Tuesday', 'Wednesday']",2,Intermediate
ewulf@hotmail.de,Susanne Freudenberger,186,66,23,None,Nagpur,Bank Colony,"['Bengali', 'Urdu']",PICT,Other,Y,"['Monday', 'Friday', 'Sunday', 'Wednesday', 'Saturday']",2,Intermediate
xeniaheinrich@googlemail.com,Wilfried Bolander,180,53,27,F,Mumbai,Borivali,"['Hindi', 'Gujarati', 'Urdu']",VIT,Other,N,"['Sunday', 'Tuesday']",0,Intermediate
ahuhn@gmail.com,Sofie Trommler B.Sc.,198,104,16,F,Kolhapur,Tarabai Park,"['Gujarati', 'Marathi', 'English']",MIT-WPU,Engineer,Y,['Tuesday'],2,Experienced
hans-dietertroest@hotmail.de,Polina Davids,174,103,30,None,Pune,Pimpri,"['Marathi', 'Urdu']",MIT-ADT,Businessman,N,"['Wednesday', 'Saturday', 'Monday', 'Thursday']",0,Beginner
sylke04@aol.de,Frau Selma Schaaf,194,98,30,F,Pune,Pimpri,"['Bengali', 'English']",MIT-ADT,Other,N,"['Saturday', 'Tuesday']",0,Intermediate
niko15@gmail.com,Lena Rust-Jacobi Jäckel,196,75,32,M,Nagpur,Bank Colony,['Bengali'],MIT-WPU,Engineer,Y,"['Thursday', 'Monday', 'Friday', 'Saturday', 'Tuesday', 'Sunday']",3,Intermediate
bohnbachhildburg@yahoo.de,Martha Zirme,161,94,30,M,Nagpur,Koradi Road,['English'],PICT,Farmer,N,"['Friday', 'Sunday', 'Wednesday', 'Thursday', 'Monday', 'Tuesday', 'Saturday']",0,Experienced
tobias32@salz.com,Claas Peukert,172,58,14,F,Pune,Shivaji Nagar,"['Marathi', 'Bengali']",MIT-WPU,Farmer,N,['Saturday'],0,Intermediate
gunda52@knappe.de,Tadeusz Mude,162,67,12,None,Nagpur,Bank Colony,"['Marathi', 'Gujarati']",PCCOE,Businessman,Y,"['Friday', 'Tuesday', 'Thursday', 'Saturday', 'Sunday', 'Wednesday', 'Monday']",2,Experienced
cemilreuter@dehmel.com,Herr Andre Klotz,191,76,38,M,Nagpur,Kamptee,"['English', 'Bengali', 'Hindi']",PICT,Company Exectuive,N,['Thursday'],0,Experienced
dkiller@hotmail.de,Conny Dietz B.Eng.,196,59,26,F,Kolhapur,Kasaba Bawada,['Bengali'],MIT-WPU,Entrepreneur,Y,"['Saturday', 'Sunday', 'Thursday', 'Monday']",5,Intermediate
ghaenel@gmail.com,Melanie Schmiedecke-Pergande,167,60,39,None,Mumbai,Borivali,"['Urdu', 'English']",SPPU,Farmer,N,"['Saturday', 'Tuesday', 'Monday', 'Friday', 'Thursday', 'Sunday']",0,Intermediate
denis07@yahoo.de,Waldemar Mans,188,72,37,None,Pune,Aundh,['Urdu'],MIT-WPU,Businessman,N,"['Saturday', 'Sunday', 'Monday', 'Friday']",0,Intermediate
rognerines@gmail.com,Frau Xenia Höfig B.Eng.,175,90,14,M,Mumbai,Andheri,['English'],VIT,Company Exectuive,N,"['Thursday', 'Tuesday']",0,Beginner
victorweinhold@hahn.com,Ferdi Rörricht-Jäntsch,188,66,43,None,Mumbai,Kandivali,"['English', 'Urdu', 'Bengali']",PICT,Other,Y,"['Monday', 'Tuesday', 'Wednesday']",2,Beginner
wojciechgute@barth.com,Antonietta Weinhold MBA.,166,108,29,F,Nagpur,Koradi Road,['Hindi'],MIT-ADT,Student,N,"['Monday', 'Friday', 'Wednesday', 'Sunday', 'Thursday', 'Saturday']",0,Beginner
ditmarliebelt@yahoo.de,Irmingard Hövel,170,95,21,F,Nagpur,Koradi Road,"['Gujarati', 'Hindi', 'English']",MIT-ADT,Entrepreneur,N,"['Saturday', 'Wednesday', 'Sunday', 'Friday', 'Tuesday']",0,Experienced
paffrathgunhild@ernst.org,Vesna Benthin,198,60,27,F,Kolhapur,Kasaba Bawada,"['Marathi', 'Urdu']",PCCOE,Engineer,Y,"['Sunday', 'Thursday', 'Tuesday', 'Wednesday', 'Monday', 'Friday']",2,Experienced
marie-theres17@schleich.de,Mareen Anders,167,104,49,M,Pune,Nal Stop,"['English', 'Bengali', 'Gujarati']",SPPU,Engineer,N,"['Sunday', 'Friday', 'Thursday', 'Tuesday', 'Saturday', 'Wednesday']",0,Experienced
langernmilos@yahoo.de,Gustav Mülichen B.Eng.,197,83,30,M,Nashik,Ambad,['Urdu'],SPPU,Student,Y,['Monday'],2,Intermediate
hans-d43@schaaf.com,Lucie Fröhlich,187,82,30,None,Nagpur,Koradi Road,"['Bengali', 'Hindi']",SPPU,Farmer,N,"['Sunday', 'Saturday', 'Wednesday', 'Monday', 'Friday', 'Tuesday']",0,Intermediate
taescheanneliese@gmx.de,Amalie Reuter,195,84,43,F,Nagpur,Koradi Road,['Urdu'],PCCOE,Student,N,"['Thursday', 'Monday', 'Wednesday', 'Friday']",0,Experienced
pschwital@gmail.com,Nikolaj Flantz,195,75,33,F,Pune,Shivaji Nagar,"['English', 'Bengali']",VIT,Company Exectuive,Y,"['Tuesday', 'Monday', 'Saturday']",3,Intermediate
whoerle@gmx.de,Cecilia Heuser-Weimer,181,96,28,F,Mumbai,Kandivali,"['Marathi', 'English', 'Urdu']",MIT-ADT,Engineer,Y,['Wednesday'],4,Beginner
ogierschner@hotmail.de,Prof. Francesco Hermighausen B.Eng.,187,58,32,F,Mumbai,Borivali,['Urdu'],VIT,Company Exectuive,Y,['Friday'],4,Experienced
qhettner@pruschke.com,Dagmar Nerger,164,75,50,None,Nashik,Ambad,"['Urdu', 'Hindi', 'English']",VIT,Engineer,Y,['Tuesday'],2,Intermediate
henklore@gierschner.net,Gitte Fechner,168,77,45,None,Nashik,Sadar,"['Urdu', 'Marathi', 'English']",VIT,Engineer,Y,"['Friday', 'Tuesday', 'Monday', 'Wednesday', 'Thursday', 'Saturday', 'Sunday']",4,Experienced
ullafranke@staude.com,Claus-Dieter Wirth B.A.,193,77,13,M,Mumbai,Borivali,"['Hindi', 'Bengali']",MIT-WPU,Entrepreneur,Y,"['Thursday', 'Tuesday', 'Saturday', 'Monday', 'Wednesday', 'Friday']",2,Beginner
nkaul@doehn.de,Hans-Joachim Margraf B.Sc.,168,70,28,F,Kolhapur,Gadhinglaj,"['Urdu', 'Bengali', 'Hindi']",PICT,Other,Y,"['Wednesday', 'Monday', 'Friday', 'Thursday', 'Tuesday', 'Saturday', 'Sunday']",4,Experienced
