Email-ID,Name,Height,Weight,Age,Gender,City,Locality,Languages,college,Profession,Have you gone Trekking,Preferred Days,Number of Treks,Difficulty of Trek
katygroettner@gmx.de,Sönke Nohlmans,192,70,34,None,Pune,24K-KPS,['English'],MIT-WPU,Chiropractors,N,['Sunday'],0,Beginner
preissjoern@yahoo.de,Steven Zorbach-Lindau,199,69,24,F,Pune,Krishna Park,"['Bengali', 'Marathi']",MIT-ADT,programmer,Y,"['Tuesday', 'Thursday', 'Wednesday', 'Friday', 'Monday']",0,Experienced
frithjofbeyer@googlemail.com,Dr. Jörg Aumann,162,96,32,F,Nashik,Midori Towers,"['Bengali', 'Gujarati', 'Marathi']",MIT-ADT,Webdesigners,N,"['Friday', 'Thursday', 'Saturday', 'Wednesday', 'Sunday', 'Tuesday', 'Monday']",0,Intermediate
antonius13@yahoo.de,Prof. Renate Bauer,167,87,20,M,Mumbai,24K-KPS,"['Marathi', 'Urdu', 'Hindi']",PCCOE,Dentalhygienists,Y,"['Thursday', 'Wednesday', 'Saturday']",3,Experienced
nstolze@langern.net,Karolina Ring B.Eng.,192,54,34,M,Nashik,Sky-One,"['Bengali', 'Urdu']",MIT-WPU,secretary,N,"['Sunday', 'Saturday', 'Thursday']",0,Experienced
konstanzebudig@mangold.org,Bert Hübel,179,81,33,F,Pune,Krishna Park,"['Marathi', 'Hindi']",SPPU,Judges,N,"['Thursday', 'Sunday', 'Monday', 'Tuesday']",0,Beginner
vbachmann@googlemail.com,Angela Drub MBA.,181,80,26,F,Pune,Midori Towers,"['Gujarati', 'English', 'Hindi']",SPPU,Dieticians,N,"['Sunday', 'Thursday', 'Monday', 'Wednesday', 'Friday', 'Saturday', 'Tuesday']",0,Intermediate
zweihmann@hotmail.de,Ingetraud Jungfer B.Eng.,187,78,26,F,Nashik,24K-KPS,['Hindi'],PCCOE,Ecologists,Y,"['Saturday', 'Thursday', 'Tuesday', 'Wednesday']",3,Beginner
steve42@lange.de,Dipl.-Ing. Julie Lindner MBA.,186,106,27,None,Nagpur,Krishna Park,"['Gujarati', 'Marathi', 'Bengali']",MIT-ADT,translator,N,"['Thursday', 'Wednesday', 'Monday', 'Saturday', 'Sunday']",0,Experienced
friedhelmroemer@zorbach.com,Hans-Dieter Linke,160,70,34,None,Kolhapur,Krishna Park,['Hindi'],PCCOE,artist,Y,"['Saturday', 'Sunday', 'Tuesday', 'Thursday', 'Monday']",4,Beginner
faustreni@caspar.de,Liesa Kramer,195,77,20,F,Nashik,Midori Towers,['Gujarati'],VIT,Astronomers,Y,['Thursday'],2,Experienced
liesel35@gmail.com,Arif Briemer B.Eng.,168,66,35,M,Kolhapur,Midori Towers,"['English', 'Marathi']",SPPU,doctor,Y,['Wednesday'],4,Intermediate
jensfinke@googlemail.com,Arno Beer,191,90,37,None,Nashik,Sky-One,['Marathi'],PCCOE,economist,N,"['Sunday', 'Friday', 'Monday', 'Thursday', 'Saturday']",0,Experienced
nina76@seifert.com,Univ.Prof. Heidrun Ruppert,185,99,35,F,Mumbai,Krishna Kamal,"['Gujarati', 'Urdu']",SPPU,Librarians,N,"['Friday', 'Saturday', 'Tuesday', 'Thursday']",0,Beginner
kitzmannerich@salz.de,Laszlo Kitzmann,190,81,28,None,Nagpur,24K-KPS,['Urdu'],PICT,Webdevelopers,N,"['Thursday', 'Tuesday', 'Wednesday', 'Sunday', 'Friday']",0,Experienced
hweinhold@aol.de,Lidija Hermighausen,167,75,23,F,Kolhapur,Krishna Kamal,"['Marathi', 'English']",SPPU,programmer,Y,"['Wednesday', 'Friday', 'Saturday', 'Thursday', 'Monday', 'Sunday', 'Tuesday']",3,Intermediate
aleksandar59@gmx.de,Univ.Prof. Marc Schmiedt,199,86,30,F,Kolhapur,Krishna Kamal,"['Bengali', 'Gujarati', 'Urdu']",PICT,Dentalhygienists,N,"['Friday', 'Saturday', 'Tuesday']",0,Experienced
awilms@gmx.de,Frau Natalja Hartmann B.Eng.,178,98,30,None,Kolhapur,Krishna Kamal,['Marathi'],MIT-WPU,Occupationaltherapists,N,"['Tuesday', 'Sunday', 'Saturday', 'Friday', 'Wednesday']",0,Intermediate
ehrhardhenschel@preiss.com,Stella Textor B.Sc.,183,66,43,F,Nashik,Krishna Kamal,['Hindi'],PCCOE,Actors,Y,['Monday'],3,Experienced
annegretescheibe@hotmail.de,Kathrin Ladeck B.Sc.,189,94,21,M,Pune,Krishna Kamal,"['Bengali', 'Marathi']",MIT-WPU,Geologists,N,"['Thursday', 'Tuesday', 'Wednesday', 'Sunday', 'Saturday']",0,Beginner
wilma80@meyer.net,Univ.Prof. Michael Hamann,196,77,57,M,Nagpur,Midori Towers,"['Gujarati', 'English', 'Hindi']",PCCOE,Immunologists,N,"['Friday', 'Wednesday', 'Sunday', 'Saturday', 'Tuesday', 'Thursday']",0,Beginner
wilmsenmathias@googlemail.com,Giovanna Haase,169,92,30,F,Mumbai,24K-KPS,"['Marathi', 'Hindi', 'Bengali']",SPPU,actor,Y,"['Friday', 'Thursday', 'Saturday', 'Tuesday']",1,Intermediate
vera64@googlemail.com,Urte Wilmsen,173,53,33,F,Nagpur,Krishna Park,['Gujarati'],PICT,Optometrists,Y,['Tuesday'],1,Beginner
evelinevollbrecht@hotmail.de,Dipl.-Ing. Hanna Schäfer MBA.,180,102,26,M,Nagpur,Sky-One,"['English', 'Bengali']",PICT,Professors,N,"['Wednesday', 'Tuesday', 'Monday', 'Saturday']",0,Intermediate
guenther34@loechel.com,Jörgen Zahn,181,77,18,None,Mumbai,Krishna Park,"['Marathi', 'Hindi', 'Gujarati']",VIT,businessperson,Y,"['Wednesday', 'Thursday', 'Saturday', 'Friday', 'Monday', 'Sunday']",1,Beginner
klaus-guenterboucsein@eberhardt.com,Dr. Elwira Budig MBA.,186,65,33,M,Nashik,24K-KPS,"['Gujarati', 'English', 'Bengali']",SPPU,Accountants,Y,"['Wednesday', 'Friday', 'Tuesday', 'Thursday', 'Saturday', 'Sunday', 'Monday']",3,Experienced
brogge@web.de,Belinda Speer,185,77,51,None,Pune,24K-KPS,"['Marathi', 'Urdu']",VIT,undertaker,N,"['Wednesday', 'Tuesday', 'Sunday']",0,Experienced
rbudig@ullmann.de,Klaus-Ulrich Schweitzer,191,108,20,F,Mumbai,Krishna Kamal,"['Marathi', 'Urdu', 'English']",PCCOE,Botanists,N,['Tuesday'],0,Experienced
mdobes@klotz.de,Lars Hein,181,68,43,F,Mumbai,Sky-One,['Gujarati'],VIT,Biologists,Y,"['Wednesday', 'Friday', 'Thursday', 'Tuesday', 'Sunday', 'Monday', 'Saturday']",2,Intermediate
pecheljessica@spiess.net,Gretel Wilms MBA.,186,55,36,M,Kolhapur,Midori Towers,"['English', 'Gujarati']",MIT-ADT,Judges,Y,['Wednesday'],1,Intermediate
agatajunck@web.de,Zeynep Henschel,168,84,33,M,Mumbai,Midori Towers,['English'],PICT,Chiropractors,N,"['Saturday', 'Monday', 'Friday', 'Wednesday', 'Sunday', 'Thursday']",0,Experienced
adelheid29@hoerle.com,Carsten Pechel-Fechner,176,103,22,M,Pune,24K-KPS,"['Marathi', 'Urdu']",MIT-ADT,nurse,N,['Monday'],0,Beginner
fliegnerharry@hofmann.com,Petros Bohnbach,196,75,28,M,Mumbai,24K-KPS,"['Hindi', 'Urdu', 'Gujarati']",PICT,Chiropractors,N,"['Monday', 'Wednesday', 'Saturday']",0,Beginner
ellen45@aol.de,Hassan Martin,186,82,20,F,Pune,Krishna Park,"['Urdu', 'English', 'Hindi']",VIT,Solicitors,Y,"['Monday', 'Wednesday']",2,Intermediate
regine18@aol.de,Sigmund Weinhage B.A.,193,85,40,None,Mumbai,24K-KPS,"['English', 'Bengali']",MIT-WPU,businessperson,Y,"['Tuesday', 'Wednesday', 'Thursday', 'Friday']",3,Beginner
thorstenfechner@kreusel.de,Gudula Fritsch,198,102,18,F,Pune,Midori Towers,"['Urdu', 'English', 'Hindi']",SPPU,psychologist,Y,"['Monday', 'Friday', 'Sunday', 'Wednesday', 'Thursday']",2,Beginner
kfreudenberger@hotmail.de,Heinz-Walter Roht,179,101,21,F,Nagpur,Krishna Park,"['Hindi', 'Bengali', 'Gujarati']",SPPU,EMTspecialist,Y,['Monday'],2,Beginner
richard30@web.de,Jenny Hoffmann,179,92,39,None,Nashik,Midori Towers,"['Hindi', 'English', 'Marathi']",VIT,Teachers,N,"['Thursday', 'Sunday', 'Saturday', 'Wednesday', 'Monday', 'Tuesday', 'Friday']",0,Beginner
walburga77@yahoo.de,Jane Harloff,174,50,34,M,Kolhapur,Krishna Kamal,"['Bengali', 'English']",MIT-ADT,electrician,Y,"['Wednesday', 'Thursday', 'Monday', 'Tuesday', 'Saturday']",3,Beginner
veronicakranz@mende.de,Dr. Sylvio Eckbauer B.Sc.,168,69,22,M,Nagpur,Sky-One,"['Urdu', 'English']",PCCOE,Airtrafficcontrollers,Y,"['Wednesday', 'Tuesday', 'Sunday', 'Monday', 'Thursday', 'Saturday', 'Friday']",2,Beginner
fschueler@dobes.de,Dipl.-Ing. Elisa Schleich MBA.,188,59,29,M,Mumbai,Krishna Park,['Urdu'],SPPU,engineer,N,"['Wednesday', 'Saturday', 'Sunday', 'Monday', 'Friday', 'Tuesday']",0,Beginner
estumpf@rogner.de,Sigmar Reinhardt,162,50,35,M,Nagpur,Midori Towers,['Marathi'],PICT,Philosophers,Y,['Sunday'],2,Intermediate
itextor@wilms.com,Frau Erna Fiebig B.Eng.,164,104,23,F,Nashik,Evergreen Society,"['Marathi', 'English', 'Gujarati']",PICT,politician,N,"['Wednesday', 'Thursday', 'Monday', 'Friday']",0,Beginner
fwende@googlemail.com,Viviane Kitzmann,168,56,40,M,Kolhapur,Krishna Park,['Marathi'],VIT,Nurses,Y,"['Sunday', 'Friday', 'Monday', 'Tuesday', 'Wednesday', 'Thursday']",5,Beginner
zhenck@aol.de,Ortrud Mende B.A.,193,110,23,F,Pune,Krishna Park,"['Urdu', 'Gujarati']",VIT,Solicitors,Y,"['Thursday', 'Tuesday']",4,Beginner
iwieloch@hotmail.de,Frau Lilli Stoll B.Eng.,190,94,27,F,Mumbai,Midori Towers,"['Hindi', 'Bengali']",MIT-WPU,Judges,Y,"['Friday', 'Wednesday', 'Sunday']",1,Intermediate
maxfischer@kostolzin.com,Ing. Amir Huhn B.A.,197,76,21,M,Pune,Krishna Kamal,"['Hindi', 'Marathi']",MIT-ADT,architect,N,"['Wednesday', 'Tuesday']",0,Beginner
bolzmannsiegbert@aol.de,Maria-Theresia Klemt,161,56,39,F,Nashik,Krishna Park,['Bengali'],MIT-ADT,attorney,N,"['Saturday', 'Friday', 'Wednesday', 'Sunday', 'Thursday', 'Monday']",0,Beginner
mirco64@gmx.de,Rouven Bachmann,167,101,16,M,Nagpur,Sky-One,"['English', 'Gujarati', 'Marathi']",PICT,plumber,N,"['Wednesday', 'Friday', 'Monday', 'Tuesday']",0,Experienced
thomasrudolph@kreusel.de,Juri Schönland,166,75,39,None,Nagpur,Krishna Kamal,"['Urdu', 'Marathi']",VIT,Pharmacists,N,['Friday'],0,Intermediate
hamannjosephine@seifert.org,Karl-Georg Neureuther,179,92,10,F,Kolhapur,Evergreen Society,"['Bengali', 'Urdu']",MIT-ADT,mechanic,Y,['Thursday'],0,Intermediate
alida43@dowerg.net,Liesa Christoph-Säuberlich,188,64,38,None,Nagpur,Midori Towers,"['Urdu', 'Bengali', 'Gujarati']",VIT,Physicists,N,"['Wednesday', 'Sunday', 'Tuesday']",0,Intermediate
dietrich31@googlemail.com,Timm Weihmann,195,52,28,M,Nashik,24K-KPS,"['Gujarati', 'Hindi']",MIT-WPU,salesman,N,"['Saturday', 'Monday', 'Sunday', 'Thursday', 'Friday', 'Tuesday', 'Wednesday']",0,Experienced
miguel59@holzapfel.de,Donata Hellwig B.Sc.,183,109,13,M,Nagpur,Sky-One,"['Urdu', 'English']",MIT-ADT,mechanic,Y,"['Tuesday', 'Wednesday', 'Monday', 'Friday', 'Sunday', 'Saturday', 'Thursday']",2,Beginner
ostoll@aol.de,Ingmar Jüttner,192,107,35,F,Nagpur,24K-KPS,"['English', 'Hindi']",MIT-ADT,Optometrists,Y,"['Monday', 'Tuesday', 'Thursday']",4,Experienced
tschmiedt@web.de,Luis Hahn,198,102,33,None,Mumbai,Sky-One,"['Gujarati', 'English', 'Urdu']",VIT,Judges,N,"['Saturday', 'Tuesday', 'Wednesday', 'Sunday', 'Thursday', 'Monday']",0,Intermediate
sagerheinfried@web.de,Leyla Spieß,178,73,36,M,Kolhapur,Evergreen Society,"['English', 'Marathi']",PCCOE,psychologist,N,"['Tuesday', 'Monday', 'Sunday', 'Thursday', 'Saturday', 'Wednesday']",0,Intermediate
berit76@bender.com,Dipl.-Ing. Susi Wilmsen B.Eng.,162,77,30,F,Pune,Krishna Kamal,"['English', 'Bengali', 'Marathi']",PICT,plumber,N,"['Monday', 'Sunday', 'Thursday', 'Wednesday', 'Tuesday', 'Saturday']",0,Experienced
usalz@eigenwillig.de,Vanessa Seifert,167,80,20,F,Mumbai,Midori Towers,"['Marathi', 'Urdu']",PICT,singer,Y,"['Wednesday', 'Tuesday', 'Friday', 'Monday', 'Sunday', 'Thursday', 'Saturday']",4,Experienced
adina39@dehmel.com,Prof. Pedro Thanel MBA.,183,93,27,F,Nashik,Sky-One,"['Urdu', 'Gujarati', 'English']",VIT,Immunologists,N,"['Monday', 'Sunday']",0,Intermediate
arifhentschel@nerger.net,Dipl.-Ing. Giorgio Riehl,172,98,33,F,Nagpur,24K-KPS,"['English', 'Marathi']",MIT-WPU,Geneticists,N,"['Saturday', 'Friday', 'Monday']",0,Beginner
marcel41@web.de,Vinko Zobel,197,78,37,M,Nashik,Sky-One,"['Urdu', 'Bengali']",MIT-ADT,painter,N,"['Saturday', 'Tuesday']",0,Experienced
pascalseifert@aol.de,Nicole Lehmann,199,73,14,F,Nashik,24K-KPS,"['Urdu', 'English', 'Gujarati']",MIT-WPU,RegisteredNurses,N,"['Sunday', 'Thursday', 'Tuesday', 'Saturday', 'Monday', 'Friday']",0,Intermediate
freddy67@faust.org,Johan Ullrich MBA.,195,98,18,None,Nagpur,Krishna Park,"['Urdu', 'English']",VIT,Speechlanguagepathologists,Y,"['Tuesday', 'Wednesday', 'Sunday', 'Friday', 'Thursday', 'Monday', 'Saturday']",3,Experienced
margaritaspiess@bolander.de,Elif Haase-Fröhlich,187,90,31,M,Mumbai,Sky-One,"['English', 'Bengali']",PICT,EMTspecialist,N,"['Saturday', 'Thursday', 'Monday']",0,Experienced
cbolander@waehner.com,Svenja Geisler,188,93,31,None,Kolhapur,Sky-One,"['English', 'Hindi', 'Urdu']",VIT,Scientists,Y,"['Saturday', 'Thursday', 'Friday']",2,Intermediate
jessika91@aol.de,Jonathan Nerger-Gorlitz,172,76,16,None,Nashik,Krishna Kamal,"['English', 'Urdu']",PCCOE,Physicianassistants,Y,"['Tuesday', 'Thursday', 'Monday', 'Sunday', 'Wednesday']",2,Experienced
qkusch@henck.org,Univ.Prof. George Renner B.A.,196,85,44,None,Nashik,Midori Towers,['Bengali'],VIT,Firefighters,N,"['Friday', 'Sunday', 'Monday', 'Wednesday', 'Tuesday']",0,Beginner
kai-uwe22@lange.com,Anselm Ruppert,174,95,37,M,Nashik,24K-KPS,['Marathi'],PICT,Firefighters,N,['Sunday'],0,Intermediate
emanuelkostolzin@gmail.com,Herr Christos Klemm B.A.,191,64,27,M,Mumbai,Sky-One,"['Marathi', 'English', 'Urdu']",MIT-WPU,Geologists,Y,"['Wednesday', 'Sunday', 'Tuesday', 'Friday', 'Thursday']",3,Beginner
hentscheladelheid@wernecke.de,Gunda Stiebitz,162,106,39,F,Kolhapur,Midori Towers,"['Urdu', 'Marathi']",MIT-ADT,musician,N,"['Sunday', 'Tuesday', 'Thursday']",0,Intermediate
klaus-dieternohlmans@hotmail.de,Bastian Döhn,171,90,36,F,Nashik,Sky-One,"['Gujarati', 'Hindi', 'Marathi']",MIT-ADT,Speechlanguagepathologists,Y,"['Sunday', 'Monday', 'Thursday', 'Tuesday', 'Saturday']",3,Intermediate
huelya91@gmail.com,Vitali Pohl,174,79,21,F,Nashik,Evergreen Society,"['Bengali', 'Urdu', 'Gujarati']",PICT,Chiropractors,Y,"['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday', 'Sunday', 'Saturday']",2,Beginner
schoenlandtimm@googlemail.com,Filiz Gumprich,183,56,34,None,Mumbai,Sky-One,"['English', 'Marathi']",VIT,Dieticians,N,"['Friday', 'Sunday', 'Monday', 'Tuesday']",0,Experienced
holgerzahn@kroker.com,Kata Knappe,165,104,50,None,Kolhapur,Krishna Park,"['Marathi', 'Hindi']",SPPU,barber,N,"['Thursday', 'Friday', 'Sunday']",0,Experienced
adelemartin@gmail.com,Doreen Dörr,174,69,21,None,Kolhapur,Krishna Kamal,['Marathi'],VIT,translator,Y,['Thursday'],2,Intermediate
cichoriusmaja@matthaei.net,Ilona Wähner,174,81,49,M,Pune,Midori Towers,"['English', 'Urdu']",VIT,Dentalhygienists,Y,"['Wednesday', 'Saturday', 'Tuesday', 'Sunday']",2,Intermediate
gerlachbaerbel@baehr.com,Prof. Sandor Fechner,165,82,17,M,Kolhapur,Krishna Park,"['English', 'Marathi', 'Bengali']",PICT,Writers,N,"['Tuesday', 'Sunday', 'Saturday', 'Monday', 'Thursday', 'Friday', 'Wednesday']",0,Intermediate
kkarz@yahoo.de,Katerina Ullmann-Schleich,177,76,41,None,Nashik,Krishna Park,"['Bengali', 'Urdu']",SPPU,Dentists,N,"['Thursday', 'Saturday', 'Sunday', 'Monday', 'Wednesday']",0,Beginner
karl-georg76@web.de,Dipl.-Ing. Ansgar Kaul B.Sc.,178,93,29,None,Mumbai,Evergreen Society,"['Marathi', 'Bengali']",PCCOE,Firefighters,N,"['Saturday', 'Thursday', 'Monday', 'Wednesday', 'Sunday']",0,Experienced
dschmiedt@pruschke.net,Silvia Löwer,167,108,34,M,Mumbai,Evergreen Society,['Hindi'],VIT,musician,Y,"['Wednesday', 'Friday', 'Saturday']",3,Beginner
karl-peter27@krebs.com,Dunja Hartung,186,55,31,M,Kolhapur,24K-KPS,"['English', 'Marathi', 'Hindi']",SPPU,Speechlanguagepathologists,Y,"['Sunday', 'Wednesday', 'Monday', 'Thursday', 'Saturday']",3,Beginner
seipwolf-ruediger@dowerg.org,Ekkehart Gude,162,92,22,F,Nagpur,Krishna Park,"['English', 'Hindi', 'Marathi']",MIT-ADT,Dentalhygienists,N,"['Saturday', 'Thursday', 'Wednesday', 'Friday', 'Tuesday']",0,Beginner
wladimirliebelt@scholtz.org,Univ.Prof. Marie Röhrdanz,162,60,29,F,Nashik,Sky-One,"['Gujarati', 'Hindi', 'Marathi']",MIT-WPU,Veterinarians,Y,"['Saturday', 'Wednesday', 'Friday', 'Sunday', 'Tuesday', 'Monday']",3,Experienced
reinhardt51@gmail.com,Gustav Beier,182,81,22,None,Nashik,Evergreen Society,"['Gujarati', 'Hindi']",MIT-ADT,Physicianassistants,N,"['Friday', 'Tuesday', 'Wednesday', 'Thursday', 'Saturday', 'Sunday']",0,Experienced
benitafischer@web.de,Anastasios Kraushaar,166,82,27,F,Nagpur,Sky-One,['Marathi'],MIT-ADT,Pharmacologists,Y,"['Saturday', 'Wednesday', 'Friday', 'Sunday', 'Tuesday']",3,Experienced
tomaszdoerschner@gmail.com,Ole Jäntsch,197,58,20,None,Pune,Midori Towers,"['Urdu', 'English']",SPPU,dentist,Y,"['Thursday', 'Saturday', 'Monday', 'Wednesday', 'Friday', 'Sunday']",2,Experienced
harrowirth@sauer.de,Isa Harloff,162,71,39,M,Mumbai,Midori Towers,"['Marathi', 'Gujarati']",MIT-WPU,Occupationaltherapists,Y,"['Friday', 'Wednesday', 'Saturday', 'Monday', 'Sunday', 'Tuesday', 'Thursday']",2,Experienced
ursulahenck@paertzelt.org,Maike Ullrich,176,88,25,M,Nagpur,Sky-One,"['Marathi', 'Urdu', 'Gujarati']",MIT-ADT,artist,N,"['Monday', 'Friday', 'Thursday', 'Wednesday']",0,Beginner
zhornich@yahoo.de,Raymond Wohlgemut,175,99,27,None,Nagpur,Krishna Kamal,['Gujarati'],MIT-ADT,coach,N,['Monday'],0,Experienced
siegfried86@segebahn.de,Berndt Kostolzin B.A.,192,67,43,F,Nagpur,Sky-One,"['Urdu', 'Hindi', 'Marathi']",MIT-WPU,Militaryofficers,N,"['Saturday', 'Sunday', 'Thursday']",0,Beginner
stiebitzvirginia@yahoo.de,Klaus Stahr,160,52,18,F,Nagpur,Sky-One,['Bengali'],VIT,Musicians,N,"['Friday', 'Thursday']",0,Beginner
loefflerhubert@bender.com,Julius Grein Groth,182,85,24,F,Nagpur,Krishna Park,"['Marathi', 'Gujarati', 'Urdu']",VIT,nutritionist,N,"['Saturday', 'Wednesday', 'Tuesday', 'Friday']",0,Beginner
marco64@gmx.de,Giovanni Hövel,187,62,30,None,Nashik,Krishna Kamal,"['English', 'Gujarati']",MIT-ADT,translator,N,"['Wednesday', 'Monday', 'Thursday', 'Tuesday']",0,Intermediate
svenja47@gmail.com,Carl Eimer B.Eng.,196,93,40,M,Nagpur,Midori Towers,"['Bengali', 'Hindi']",VIT,Actuaries,Y,"['Saturday', 'Monday', 'Thursday']",2,Intermediate
sagereleonore@heuser.com,Alan Bolander,163,93,20,M,Nashik,Sky-One,['English'],VIT,translator,Y,"['Friday', 'Tuesday', 'Monday']",4,Experienced
geislerannelie@gmx.de,Dr. Emilia Drub MBA.,191,51,37,None,Nagpur,Sky-One,"['Hindi', 'Gujarati']",MIT-ADT,Webdesigners,N,"['Saturday', 'Thursday', 'Monday', 'Sunday', 'Wednesday']",0,Intermediate
sgertz@googlemail.com,Ing. Patricia Junitz B.A.,162,66,28,M,Mumbai,Krishna Kamal,"['Urdu', 'Hindi', 'English']",VIT,Accountants,N,"['Sunday', 'Saturday', 'Wednesday', 'Monday', 'Friday', 'Thursday', 'Tuesday']",0,Beginner
wulfkreszentia@jockel.org,Krzysztof Loos,173,110,38,M,Mumbai,Krishna Kamal,['Marathi'],VIT,programmer,N,['Tuesday'],0,Experienced
attila87@gehringer.org,Klaus-Jürgen Spieß,161,97,26,F,Pune,Sky-One,"['English', 'Bengali']",PICT,Paramedics,Y,"['Thursday', 'Saturday', 'Tuesday', 'Monday', 'Wednesday', 'Sunday']",1,Experienced
hentschelczeslaw@web.de,Prof. Dino Drub B.A.,167,85,19,M,Pune,Evergreen Society,['Bengali'],PICT,optician,N,"['Sunday', 'Saturday', 'Wednesday', 'Tuesday', 'Monday']",0,Beginner
tloeffler@hotmail.de,Nadia Heser,170,102,23,F,Mumbai,Krishna Kamal,"['Gujarati', 'Hindi']",MIT-WPU,salesperson,N,"['Friday', 'Wednesday', 'Thursday']",0,Intermediate
xschaefer@lindau.com,Univ.Prof. Hildegunde Tröst,180,110,47,None,Nashik,Midori Towers,['Marathi'],MIT-WPU,Virologists,N,"['Friday', 'Monday', 'Thursday']",0,Beginner
leonorepechel@hotmail.de,Gusti Dietz,187,93,31,F,Pune,Krishna Park,"['Gujarati', 'Marathi']",PICT,Nurses,Y,"['Tuesday', 'Monday']",3,Beginner
aanders@web.de,Klaus-Dieter Kobelt,173,64,17,F,Mumbai,Krishna Kamal,['Gujarati'],PICT,jeweler,Y,"['Thursday', 'Tuesday', 'Saturday', 'Friday', 'Monday']",1,Beginner
emingehringer@gmx.de,Hans-Friedrich Kraushaar,192,77,46,M,Mumbai,24K-KPS,['Hindi'],MIT-ADT,salesperson,Y,"['Saturday', 'Wednesday']",2,Intermediate
aetzler@benthin.de,Danilo Jockel,188,108,39,M,Nashik,Sky-One,"['Gujarati', 'English', 'Urdu']",SPPU,Interpreters,Y,"['Tuesday', 'Monday', 'Saturday', 'Sunday', 'Wednesday', 'Friday']",4,Intermediate
ilonka00@hotmail.de,Richard Stey,164,61,42,M,Kolhapur,Krishna Kamal,"['English', 'Marathi', 'Bengali']",PCCOE,Clinicallabtechnicians,Y,"['Friday', 'Saturday', 'Wednesday', 'Sunday', 'Thursday', 'Tuesday', 'Monday']",4,Beginner
heiderose85@muehle.com,Ines Tröst,190,81,25,M,Nashik,24K-KPS,['Gujarati'],PICT,Licensedpracticalnurses,Y,"['Sunday', 'Saturday', 'Thursday', 'Monday', 'Friday', 'Tuesday', 'Wednesday']",4,Beginner
friedhold05@gmail.com,Tim Bloch-Scholz,184,77,17,M,Mumbai,24K-KPS,['Hindi'],MIT-ADT,businessperson,Y,"['Tuesday', 'Wednesday', 'Monday']",4,Experienced
vgerlach@gmx.de,Siglinde Seip,164,64,26,None,Pune,Evergreen Society,"['Gujarati', 'Hindi']",MIT-WPU,painter,Y,"['Saturday', 'Monday', 'Sunday']",1,Experienced
seipgudula@gmx.de,Swetlana Kramer,168,91,12,F,Kolhapur,Sky-One,"['English', 'Urdu', 'Marathi']",MIT-ADT,Attorney,N,['Monday'],0,Experienced
kstiffel@siering.de,Mina Schleich,198,66,30,F,Nagpur,Krishna Kamal,"['Marathi', 'Hindi']",SPPU,Botanists,Y,"['Thursday', 'Saturday', 'Friday', 'Tuesday', 'Monday', 'Sunday']",3,Intermediate
aleksandra80@hotmail.de,Irmtraut Winkler MBA.,169,100,21,F,Nashik,Krishna Kamal,"['Bengali', 'Urdu', 'Hindi']",PICT,architect,N,"['Monday', 'Friday']",0,Intermediate
